class,word,count,probability
neg,kind,268,0.0008762837720746673
pos,effects,303,0.0008742923425840965
pos,seem,303,0.0008742923425840965
neg,whole,267,0.0008730140565072244
pos,men,302,0.0008714068893082414
pos,watch,301,0.0008685214360323863
pos,interesting,300,0.0008656359827565312
pos,although,299,0.0008627505294806761
pos,point,297,0.0008569796229289659
neg,having,258,0.0008435866164002393
neg,money,258,0.0008435866164002393
neg,each,258,0.0008435866164002393
pos,nothing,292,0.0008425523565496904
neg,hard,256,0.0008370471852653538
pos,script,290,0.0008367814499979802
neg,woman,254,0.0008305077541304682
neg,worst,254,0.0008305077541304682
pos,help,287,0.0008281250901704148
pos,black,286,0.0008252396368945597
neg,during,251,0.0008206986074281398
pos,especially,284,0.0008194687303428495
neg,year,250,0.0008174288918606971
neg,becomes,250,0.0008174288918606971
pos,together,283,0.0008165832770669944
pos,set,282,0.0008136978237911393
pos,different,282,0.0008136978237911393
neg,probably,247,0.0008076197451583687
pos,kind,279,0.000805041463963574
pos,performances,278,0.0008021560106877189
pos,anything,277,0.0007992705574118639
neg,times,244,0.0007978105984560403
neg,actor,244,0.0007978105984560403
neg,set,244,0.0007978105984560403
pos,becomes,276,0.0007963851041360088
neg,help,243,0.0007945408828885976
neg,fun,242,0.0007912711673211547
neg,making,242,0.0007912711673211547
neg,bit,241,0.0007880014517537119
pos,special,273,0.0007877287443084435
neg,wife,240,0.0007847317361862692
neg,hollywood,240,0.0007847317361862692
neg,watching,240,0.0007847317361862692
pos,hollywood,271,0.0007819578377567332
neg,supposed,239,0.0007814620206188263
pos,music,267,0.0007704160246533128
neg,sex,235,0.0007683831583490552
pos,guy,266,0.0007675305713774577
pos,probably,266,0.0007675305713774577
neg,home,233,0.0007618437272141696
neg,once,233,0.0007618437272141696
pos,want,264,0.0007617596648257475
pos,feel,263,0.0007588742115498924
neg,problem,231,0.0007553042960792841
neg,sense,230,0.0007520345805118412
pos,done,260,0.0007502178517223271
neg,quite,229,0.0007487648649443985
pos,actor,259,0.000747332398446472
pos,woman,259,0.000747332398446472
pos,high,259,0.000747332398446472
pos,true,258,0.0007444469451706169
neg,completely,227,0.000742225433809513
neg,picture,226,0.0007389557182420701
neg,rest,226,0.0007389557182420701
pos,once,256,0.0007386760386189066
pos,war,255,0.0007357905853430515
pos,ending,255,0.0007357905853430515
neg,high,225,0.0007356860026746274
pos,father,253,0.0007300196787913413
neg,tries,222,0.000725876855972299
neg,couple,221,0.0007226071404048561
neg,looking,221,0.0007226071404048561
pos,small,249,0.0007184778656879209
pos,horror,249,0.0007184778656879209
pos,minutes,249,0.0007184778656879209
pos,death,249,0.0007184778656879209
pos,whose,249,0.0007184778656879209
pos,trying,248,0.0007155924124120658
pos,everything,247,0.0007127069591362107
pos,human,247,0.0007127069591362107
neg,simply,217,0.000709528278135085
pos,give,245,0.0007069360525845005
neg,anyone,216,0.0007062585625676423
pos,moments,244,0.0007040505993086454
neg,next,215,0.0007029888470001995
pos,city,243,0.0007011651460327903
pos,along,243,0.0007011651460327903
pos,shows,242,0.0006982796927569352
pos,mother,242,0.0006982796927569352
neg,always,213,0.0006964494158653139
pos,having,241,0.00069539423948108
pos,less,241,0.00069539423948108
neg,sure,212,0.0006931797002978711
neg,idea,212,0.0006931797002978711
neg,boring,212,0.0006931797002978711
pos,perfect,240,0.0006925087862052249
pos,play,240,0.0006925087862052249
pos,series,240,0.0006925087862052249
pos,begins,239,0.0006896233329293698
pos,mind,239,0.0006896233329293698
pos,money,238,0.0006867378796535147
neg,lost,210,0.0006866402691629855
neg,girl,210,0.0006866402691629855
pos,hard,237,0.0006838524263776596
neg,name,209,0.0006833705535955428
neg,together,208,0.0006801008380280999
neg,along,206,0.0006735614068932144
neg,thought,206,0.0006735614068932144
pos,pretty,233,0.0006723106132742393
pos,friends,233,0.0006723106132742393
neg,humor,205,0.0006702916913257715
neg,stupid,205,0.0006702916913257715
neg,getting,205,0.0006702916913257715
pos,several,232,0.0006694251599983842
neg,case,204,0.0006670219757583288
neg,play,204,0.0006670219757583288
neg,less,204,0.0006670219757583288
pos,until,231,0.0006665397067225291
neg,become,203,0.000663752260190886
neg,job,203,0.000663752260190886
neg,family,202,0.0006604825446234432
neg,black,201,0.0006572128290560004
pos,whole,227,0.0006549978936191087
pos,works,227,0.0006549978936191087
neg,wrong,200,0.0006539431134885577
neg,men,199,0.0006506733979211148
neg,line,199,0.0006506733979211148
neg,called,199,0.0006506733979211148
pos,relationship,225,0.0006492269870673984
neg,put,198,0.000647403682353672
pos,entire,224,0.0006463415337915433
pos,town,224,0.0006463415337915433
pos,itself,224,0.0006463415337915433
pos,next,223,0.0006434560805156882
pos,use,223,0.0006434560805156882
neg,everything,196,0.0006408642512187864
pos,alien,222,0.0006405706272398331
neg,someone,195,0.0006375945356513437
neg,main,195,0.0006375945356513437
neg,half,194,0.0006343248200839009
pos,evil,219,0.0006319142674122678
neg,moments,193,0.0006310551045164581
neg,feel,193,0.0006310551045164581
pos,against,218,0.0006290288141364127
pos,final,218,0.0006290288141364127
pos,left,218,0.0006290288141364127
neg,music,192,0.0006277853889490153
neg,done,192,0.0006277853889490153
neg,night,191,0.0006245156733815726
neg,death,191,0.0006245156733815726
neg,used,190,0.0006212459578141297
neg,left,190,0.0006212459578141297
pos,night,215,0.0006203724543088474
pos,put,215,0.0006203724543088474
pos,found,215,0.0006203724543088474
pos,dialogue,215,0.0006203724543088474
neg,stars,189,0.0006179762422466869
neg,tv,188,0.0006147065266792442
pos,sure,213,0.0006146015477571372
neg,evil,187,0.0006114368111118013
pos,turns,210,0.0006059451879295718
pos,case,210,0.0006059451879295718
pos,given,210,0.0006059451879295718
neg,whose,185,0.0006048973799769158
neg,lines,185,0.0006048973799769158
pos,everyone,209,0.0006030597346537167
pos,completely,209,0.0006030597346537167
neg,james,184,0.0006016276644094731
neg,house,184,0.0006016276644094731
pos,comic,208,0.0006001742813778616
neg,city,183,0.0005983579488420302
neg,instead,183,0.0005983579488420302
neg,turns,182,0.0005950882332745875
neg,entire,182,0.0005950882332745875
neg,school,182,0.0005950882332745875
neg,doing,182,0.0005950882332745875
neg,itself,182,0.0005950882332745875
pos,behind,206,0.0005944033748261514
neg,found,181,0.0005918185177071447
neg,dead,181,0.0005918185177071447
pos,looking,204,0.0005886324682744412
neg,gives,180,0.0005885488021397018
pos,sex,203,0.0005857470149985861
pos,finds,203,0.0005857470149985861
pos,james,202,0.000582861561722731
pos,main,202,0.000582861561722731
neg,under,178,0.0005820093710048163
neg,car,178,0.0005820093710048163
pos,rest,201,0.0005799761084468759
neg,horror,177,0.0005787396554373735
pos,friend,199,0.0005742052018951657
pos,watching,199,0.0005742052018951657
pos,sequence,199,0.0005742052018951657
neg,everyone,175,0.000572200224302488
neg,obvious,175,0.000572200224302488
neg,head,174,0.0005689305087350451
neg,although,174,0.0005689305087350451
pos,named,197,0.0005684342953434555
pos,humor,197,0.0005684342953434555
neg,until,173,0.0005656607931676024
pos,couple,196,0.0005655488420676004
pos,group,196,0.0005655488420676004
pos,beautiful,196,0.0005655488420676004
pos,simply,195,0.0005626633887917452
neg,running,172,0.0005623910776001596
pos,turn,194,0.0005597779355158901
pos,dark,194,0.0005597779355158901
neg,care,171,0.0005591213620327167
neg,attempt,171,0.0005591213620327167
neg,use,171,0.0005591213620327167
neg,group,171,0.0005591213620327167
pos,line,193,0.000556892482240035
neg,friend,170,0.000555851646465274
neg,video,170,0.000555851646465274
neg,michael,170,0.000555851646465274
pos,school,192,0.00055400702896418
pos,side,192,0.00055400702896418
pos,lives,191,0.0005511215756883249
pos,keep,191,0.0005511215756883249
pos,including,191,0.0005511215756883249
neg,hand,168,0.0005493122153303884
pos,past,190,0.0005482361224124698
pos,getting,190,0.0005482361224124698
neg,shows,167,0.0005460424997629456
neg,american,167,0.0005460424997629456
pos,half,189,0.0005453506691366147
pos,person,189,0.0005453506691366147
pos,later,188,0.0005424652158607596
pos,second,187,0.0005395797625849045
pos,believe,187,0.0005395797625849045
neg,need,165,0.00053950306862806
pos,entertaining,186,0.0005366943093090494
pos,girl,186,0.0005366943093090494
neg,written,164,0.0005362333530606173
neg,mind,164,0.0005362333530606173
neg,ending,164,0.0005362333530606173
neg,sequence,164,0.0005362333530606173
pos,david,185,0.0005338088560331943
pos,written,185,0.0005338088560331943
neg,camera,163,0.0005329636374931745
neg,jokes,163,0.0005329636374931745
neg,keep,163,0.0005329636374931745
pos,lost,184,0.0005309234027573392
neg,start,162,0.0005296939219257316
neg,save,162,0.0005296939219257316
neg,comic,162,0.0005296939219257316
neg,kill,162,0.0005296939219257316
neg,book,162,0.0005296939219257316
pos,stars,183,0.0005280379494814841
pos,michael,183,0.0005280379494814841
pos,tell,183,0.0005280379494814841
neg,fight,161,0.0005264242063582889
neg,moment,161,0.0005264242063582889
neg,father,160,0.0005231544907908461
neg,daughter,160,0.0005231544907908461
neg,team,159,0.0005198847752234033
neg,several,159,0.0005198847752234033
neg,worse,159,0.0005198847752234033
pos,certainly,180,0.0005193815896539188
pos,jackie,180,0.0005193815896539188
neg,days,158,0.0005166150596559605
pos,seeing,179,0.0005164961363780637
pos,playing,179,0.0005164961363780637
pos,perhaps,178,0.0005136106831022085
pos,classic,178,0.0005136106831022085
pos,simple,178,0.0005136106831022085
pos,others,178,0.0005136106831022085
pos,boy,177,0.0005107252298263534
pos,nice,177,0.0005107252298263534
pos,live,177,0.0005107252298263534
pos,instead,177,0.0005107252298263534
pos,house,177,0.0005107252298263534
neg,turn,156,0.000510075628521075
neg,tell,156,0.000510075628521075
neg,named,156,0.000510075628521075
neg,human,156,0.000510075628521075
neg,playing,156,0.000510075628521075
neg,believe,156,0.000510075628521075
neg,especially,156,0.000510075628521075
pos,strong,176,0.0005078397765504983
pos,throughout,176,0.0005078397765504983
pos,shot,176,0.0005078397765504983
neg,later,155,0.0005068059129536321
neg,certainly,155,0.0005068059129536321
neg,friends,155,0.0005068059129536321
neg,sequences,155,0.0005068059129536321
neg,second,155,0.0005068059129536321
neg,summer,155,0.0005068059129536321
neg,problems,154,0.0005035361973861894
pos,used,174,0.0005020688699987881
pos,head,174,0.0005020688699987881
neg,already,153,0.0005002664818187465
neg,starts,153,0.0005002664818187465
neg,s,152,0.0004969967662513038
neg,small,152,0.0004969967662513038
neg,begins,152,0.0004969967662513038
neg,hour,152,0.0004969967662513038
pos,game,172,0.0004962979634470779
neg,example,151,0.000493727050683861
neg,final,151,0.000493727050683861
pos,dead,171,0.0004934125101712228
pos,fiction,170,0.0004905270568953677
pos,son,170,0.0004905270568953677
pos,based,170,0.0004905270568953677
neg,happens,150,0.0004904573351164183
neg,guys,150,0.0004904573351164183
neg,review,150,0.0004904573351164183
pos,anyone,169,0.0004876416036195126
neg,town,149,0.0004871876195489754
neg,hit,149,0.0004871876195489754
pos,violence,168,0.0004847561503436575
neg,soon,148,0.00048391790398153264
pos,style,167,0.00048187069706780237
pos,fine,167,0.00048187069706780237
pos,book,167,0.00048187069706780237
neg,nice,147,0.00048064818841408985
neg,matter,147,0.00048064818841408985
neg,sort,147,0.00048064818841408985
neg,try,147,0.00048064818841408985
neg,title,147,0.00048064818841408985
neg,performances,147,0.00048064818841408985
pos,run,166,0.00047898524379194726
pos,idea,166,0.00047898524379194726
neg,worth,146,0.0004773784728466471
neg,earth,146,0.0004773784728466471
pos,full,165,0.00047609979051609216
pos,themselves,165,0.00047609979051609216
pos,name,165,0.00047609979051609216
pos,thought,165,0.00047609979051609216
neg,kevin,145,0.0004741087572792043
neg,opening,145,0.0004741087572792043
neg,run,145,0.0004741087572792043
neg,guess,145,0.0004741087572792043
neg,face,145,0.0004741087572792043
neg,shot,145,0.0004741087572792043
neg,material,145,0.0004741087572792043
neg,screenplay,145,0.0004741087572792043
pos,hand,164,0.00047321433724023705
pos,days,164,0.00047321433724023705
pos,supporting,164,0.00047321433724023705
pos,looks,164,0.00047321433724023705
neg,kids,144,0.0004708390417117615
neg,space,144,0.0004708390417117615
neg,behind,144,0.0004708390417117615
neg,based,144,0.0004708390417117615
neg,style,144,0.0004708390417117615
neg,different,144,0.0004708390417117615
pos,wrong,163,0.00047032888396438194
pos,wonderful,163,0.00047032888396438194
neg,david,143,0.00046756932614431873
neg,live,143,0.00046756932614431873
neg,against,143,0.00046756932614431873
pos,soon,162,0.00046744343068852684
pos,drama,162,0.00046744343068852684
pos,direction,161,0.00046455797741267173
pos,truly,161,0.00046455797741267173
pos,order,161,0.00046455797741267173
pos,starts,161,0.00046455797741267173
neg,past,142,0.0004642996105768759
neg,seeing,142,0.0004642996105768759
neg,early,142,0.0004642996105768759
pos,version,160,0.0004616725241368167
pos,nearly,160,0.0004616725241368167
pos,doing,160,0.0004616725241368167
pos,exactly,160,0.0004616725241368167
neg,full,141,0.0004610298950094331
neg,saw,141,0.0004610298950094331
pos,camera,159,0.00045878707086096157
pos,voice,159,0.00045878707086096157
pos,extremely,159,0.00045878707086096157
pos,under,159,0.00045878707086096157
pos,finally,159,0.00045878707086096157
neg,batman,140,0.00045776017944199033
neg,appears,140,0.00045776017944199033
neg,thriller,140,0.00045776017944199033
pos,short,158,0.00045590161758510647
pos,matter,158,0.00045590161758510647
pos,face,158,0.00045590161758510647
pos,reason,158,0.00045590161758510647
neg,top,139,0.00045449046387454755
pos,worth,157,0.00045301616430925136
pos,major,157,0.00045301616430925136
pos,children,157,0.00045301616430925136
pos,called,157,0.00045301616430925136
neg,game,138,0.00045122074830710476
neg,attempts,138,0.00045122074830710476
pos,moment,156,0.00045013071103339625
pos,knows,156,0.00045013071103339625
neg,person,137,0.000447951032739662
neg,directed,137,0.000447951032739662
pos,problem,155,0.00044724525775754115
pos,novel,155,0.00044724525775754115
neg,poor,136,0.0004446813171722192
pos,production,154,0.00044435980448168604
pos,directed,154,0.00044435980448168604
pos,someone,154,0.00044435980448168604
pos,white,154,0.00044435980448168604
pos,opening,153,0.00044147435120583093
pos,heart,153,0.00044147435120583093
neg,talent,135,0.0004414116016047764
neg,question,135,0.0004414116016047764
neg,major,135,0.0004414116016047764
pos,future,152,0.0004385888979299758
neg,relationship,134,0.00043814188603733364
neg,including,134,0.00043814188603733364
neg,mother,134,0.00043814188603733364
neg,exactly,134,0.00043814188603733364
neg,finds,134,0.00043814188603733364
neg,women,134,0.00043814188603733364
pos,kids,151,0.0004357034446541207
pos,try,151,0.0004357034446541207
pos,history,151,0.0004357034446541207
pos,eyes,151,0.0004357034446541207
pos,upon,151,0.0004357034446541207
neg,none,133,0.0004348721704698908
neg,falls,133,0.0004348721704698908
neg,boy,132,0.000431602454902448
neg,short,132,0.000431602454902448
neg,ends,132,0.000431602454902448
neg,career,132,0.000431602454902448
pos,tells,149,0.0004299325381024105
pos,robert,149,0.0004299325381024105
pos,roles,149,0.0004299325381024105
neg,lives,131,0.00042833273933500524
neg,planet,131,0.00042833273933500524
neg,alien,131,0.00042833273933500524
neg,works,131,0.00042833273933500524
neg,mr,131,0.00042833273933500524
neg,son,131,0.00042833273933500524
neg,five,131,0.00042833273933500524
pos,disney,148,0.0004270470848265554
pos,known,148,0.0004270470848265554
pos,summer,148,0.0004270470848265554
neg,version,130,0.00042506302376756245
neg,roles,130,0.00042506302376756245
neg,quickly,130,0.00042506302376756245
pos,tries,147,0.0004241616315507003
pos,tale,147,0.0004241616315507003
pos,emotional,147,0.0004241616315507003
neg,wonder,129,0.0004217933082001197
neg,act,129,0.0004217933082001197
neg,killer,129,0.0004217933082001197
neg,nearly,129,0.0004217933082001197
pos,excellent,146,0.0004212761782748452
pos,act,146,0.0004212761782748452
pos,fight,146,0.0004212761782748452
pos,husband,146,0.0004212761782748452
pos,genre,146,0.0004212761782748452
pos,attention,146,0.0004212761782748452
pos,hilarious,146,0.0004212761782748452
pos,top,146,0.0004212761782748452
neg,upon,128,0.0004185235926326769
pos,mr,145,0.0004183907249989901
pos,need,145,0.0004183907249989901
pos,hour,144,0.000415505271723135
pos,effective,144,0.000415505271723135
pos,example,144,0.000415505271723135
neg,hope,127,0.0004152538770652341
neg,filmmakers,127,0.0004152538770652341
neg,body,127,0.0004152538770652341
pos,sometimes,143,0.00041261981844727987
pos,start,143,0.00041261981844727987
neg,production,126,0.00041198416149779133
neg,entertaining,126,0.00041198416149779133
neg,maybe,126,0.00041198416149779133
neg,mess,126,0.00041198416149779133
neg,violence,126,0.00041198416149779133
pos,sets,142,0.00040973436517142476
pos,title,142,0.00040973436517142476
neg,coming,125,0.00040871444593034855
neg,laugh,125,0.00040871444593034855
neg,interest,125,0.00040871444593034855
neg,lack,125,0.00040871444593034855
pos,s,141,0.00040684891189556965
pos,beginning,141,0.00040684891189556965
pos,child,141,0.00040684891189556965
pos,leads,141,0.00040684891189556965
neg,possible,124,0.0004054447303629057
neg,robin,124,0.0004054447303629057
neg,york,124,0.0004054447303629057
neg,wild,124,0.0004054447303629057
pos,experience,140,0.00040396345861971455
pos,four,140,0.00040396345861971455
pos,tom,140,0.00040396345861971455
pos,particularly,140,0.00040396345861971455
neg,lee,123,0.00040217501479546293
neg,killed,123,0.00040217501479546293
neg,eyes,123,0.00040217501479546293
pos,question,139,0.00040107800534385944
neg,room,122,0.00039890529922802015
neg,stop,122,0.00039890529922802015
neg,hero,122,0.00039890529922802015
pos,science,138,0.0003981925520680044
pos,oscar,138,0.0003981925520680044
pos,problems,138,0.0003981925520680044
neg,beginning,121,0.00039563558366057736
neg,level,121,0.00039563558366057736
neg,direction,121,0.00039563558366057736
neg,side,121,0.00039563558366057736
neg,waste,121,0.00039563558366057736
neg,order,121,0.00039563558366057736
neg,finally,121,0.00039563558366057736
pos,enjoy,137,0.0003953070987921493
pos,early,137,0.0003953070987921493
pos,despite,136,0.0003924216455162942
pos,sequences,136,0.0003924216455162942
neg,seemed,120,0.0003923658680931346
neg,deep,120,0.0003923658680931346
neg,annoying,120,0.0003923658680931346
neg,knows,120,0.0003923658680931346
pos,room,135,0.00038953619224043907
pos,daughter,135,0.00038953619224043907
pos,manages,135,0.00038953619224043907
pos,reality,135,0.00038953619224043907
pos,aliens,135,0.00038953619224043907
pos,screenplay,135,0.00038953619224043907
neg,needs,119,0.0003890961525256918
neg,predictable,119,0.0003890961525256918
neg,girls,119,0.0003890961525256918
neg,fails,119,0.0003890961525256918
neg,except,119,0.0003890961525256918
neg,mean,119,0.0003890961525256918
pos,scream,134,0.00038665073896458396
pos,joe,134,0.00038665073896458396
pos,change,134,0.00038665073896458396
pos,car,134,0.00038665073896458396
neg,bunch,118,0.000385826436958249
